download_rank,pdb_id,experimental_methods,resolution_combined,deposited_atom_count,coordinate_url,download_status
3285,2MV7,SOLUTION NMR,,759,https://files.rcsb.org/download/2MV7.cif.gz,not_started
3286,2MV8,SOLUTION NMR,,1077,https://files.rcsb.org/download/2MV8.cif.gz,not_started
3287,2MV9,SOLUTION NMR,,1110,https://files.rcsb.org/download/2MV9.cif.gz,not_started
3288,2MVB,SOLUTION NMR,,1292,https://files.rcsb.org/download/2MVB.cif.gz,not_started
3289,2MVG,SOLUTION NMR,,1276,https://files.rcsb.org/download/2MVG.cif.gz,not_started
3290,2MVI,SOLUTION NMR,,350,https://files.rcsb.org/download/2MVI.cif.gz,not_started
3291,2MVM,SOLUTION NMR,,351,https://files.rcsb.org/download/2MVM.cif.gz,not_started
3292,2MVN,SOLUTION NMR,,351,https://files.rcsb.org/download/2MVN.cif.gz,not_started
3293,2MVO,SOLUTION NMR,,1086,https://files.rcsb.org/download/2MVO.cif.gz,not_started
3294,2MVU,SOLUTION NMR,,678,https://files.rcsb.org/download/2MVU.cif.gz,not_started
3295,2MVV,SOLUTION NMR,,680,https://files.rcsb.org/download/2MVV.cif.gz,not_started
3296,2MVW,SOLUTION NMR,,832,https://files.rcsb.org/download/2MVW.cif.gz,not_started
3297,2MVZ,SOLUTION NMR,,1120,https://files.rcsb.org/download/2MVZ.cif.gz,not_started
3298,2MW1,SOLUTION NMR,,927,https://files.rcsb.org/download/2MW1.cif.gz,not_started
3299,2MW2,SOLUTION NMR,,1284,https://files.rcsb.org/download/2MW2.cif.gz,not_started
3300,2MW4,SOLUTION NMR,,1548,https://files.rcsb.org/download/2MW4.cif.gz,not_started
3301,2MW5,SOLUTION NMR,,779,https://files.rcsb.org/download/2MW5.cif.gz,not_started
3302,2MW8,SOLUTION NMR,,559,https://files.rcsb.org/download/2MW8.cif.gz,not_started
3303,2MWC,SOLUTION NMR,,804,https://files.rcsb.org/download/2MWC.cif.gz,not_started
3304,2MWG,SOLUTION NMR,,4154,https://files.rcsb.org/download/2MWG.cif.gz,not_started
3305,2MWH,SOLUTION NMR,,982,https://files.rcsb.org/download/2MWH.cif.gz,not_started
3306,2MWI,SOLUTION NMR,,985,https://files.rcsb.org/download/2MWI.cif.gz,not_started
3307,2MWM,SOLUTION NMR,,1202,https://files.rcsb.org/download/2MWM.cif.gz,not_started
3308,2MWN,SOLUTION NMR,,936,https://files.rcsb.org/download/2MWN.cif.gz,not_started
3309,2MWO,SOLUTION NMR,,1100,https://files.rcsb.org/download/2MWO.cif.gz,not_started
3310,2MWP,SOLUTION NMR,,1086,https://files.rcsb.org/download/2MWP.cif.gz,not_started
3311,2MWQ,SOLUTION NMR,,1167,https://files.rcsb.org/download/2MWQ.cif.gz,not_started
3312,2MWS,SOLUTION NMR,,1229,https://files.rcsb.org/download/2MWS.cif.gz,not_started
3313,2MWX,SOLUTION NMR,,422,https://files.rcsb.org/download/2MWX.cif.gz,not_started
3314,2MX0,SOLUTION NMR,,684,https://files.rcsb.org/download/2MX0.cif.gz,not_started
3315,2MX1,SOLUTION NMR,,1453,https://files.rcsb.org/download/2MX1.cif.gz,not_started
3316,2MX2,SOLUTION NMR,,654,https://files.rcsb.org/download/2MX2.cif.gz,not_started
3317,2MX7,SOLUTION NMR,,862,https://files.rcsb.org/download/2MX7.cif.gz,not_started
3318,2MX8,SOLUTION NMR,,968,https://files.rcsb.org/download/2MX8.cif.gz,not_started
3319,2MX9,SOLUTION NMR,,1936,https://files.rcsb.org/download/2MX9.cif.gz,not_started
3320,2MXA,SOLUTION NMR,,951,https://files.rcsb.org/download/2MXA.cif.gz,not_started
3321,2MXB,SOLUTION NMR,,380,https://files.rcsb.org/download/2MXB.cif.gz,not_started
3322,2MXC,SOLUTION NMR,,1408,https://files.rcsb.org/download/2MXC.cif.gz,not_started
3323,2MXD,SOLUTION NMR,,518,https://files.rcsb.org/download/2MXD.cif.gz,not_started
3324,2MXE,SOLUTION NMR,,378,https://files.rcsb.org/download/2MXE.cif.gz,not_started
3325,2MXF,SOLUTION NMR,,864,https://files.rcsb.org/download/2MXF.cif.gz,not_started
3326,2MXN,SOLUTION NMR,,1107,https://files.rcsb.org/download/2MXN.cif.gz,not_started
3327,2MXT,SOLUTION NMR,,666,https://files.rcsb.org/download/2MXT.cif.gz,not_started
3328,2MXW,SOLUTION NMR,,768,https://files.rcsb.org/download/2MXW.cif.gz,not_started
3329,2MXX,SOLUTION NMR,,1351,https://files.rcsb.org/download/2MXX.cif.gz,not_started
3330,2MXY,SOLUTION NMR,,930,https://files.rcsb.org/download/2MXY.cif.gz,not_started
3331,2MXZ,SOLUTION NMR,,1081,https://files.rcsb.org/download/2MXZ.cif.gz,not_started
3332,2MY1,SOLUTION NMR,,1300,https://files.rcsb.org/download/2MY1.cif.gz,not_started
3333,2MY2,SOLUTION NMR,,1298,https://files.rcsb.org/download/2MY2.cif.gz,not_started
3334,2MY3,SOLUTION NMR,,1128,https://files.rcsb.org/download/2MY3.cif.gz,not_started
3335,2MY5,SOLUTION NMR,,703,https://files.rcsb.org/download/2MY5.cif.gz,not_started
3336,2MY6,SOLUTION NMR,,696,https://files.rcsb.org/download/2MY6.cif.gz,not_started
3337,2MY7,SOLUTION NMR,,767,https://files.rcsb.org/download/2MY7.cif.gz,not_started
3338,2MY8,SOLUTION NMR,,767,https://files.rcsb.org/download/2MY8.cif.gz,not_started
3339,2MY9,SOLUTION NMR,,987,https://files.rcsb.org/download/2MY9.cif.gz,not_started
3340,2MYF,SOLUTION NMR,,714,https://files.rcsb.org/download/2MYF.cif.gz,not_started
3341,2MYG,SOLUTION NMR,,750,https://files.rcsb.org/download/2MYG.cif.gz,not_started
3342,2MYI,SOLUTION NMR,,2111,https://files.rcsb.org/download/2MYI.cif.gz,not_started
3343,2MYJ,SOLUTION NMR,,1270,https://files.rcsb.org/download/2MYJ.cif.gz,not_started
3344,2MYN,SOLUTION NMR,,1007,https://files.rcsb.org/download/2MYN.cif.gz,not_started
3345,2MYP,SOLUTION NMR,,1007,https://files.rcsb.org/download/2MYP.cif.gz,not_started
3346,2MYT,SOLUTION NMR,,1007,https://files.rcsb.org/download/2MYT.cif.gz,not_started
3347,2MYU,SOLUTION NMR,,1007,https://files.rcsb.org/download/2MYU.cif.gz,not_started
3348,2MYV,SOLUTION NMR,,644,https://files.rcsb.org/download/2MYV.cif.gz,not_started
3349,2MYW,SOLUTION NMR,,625,https://files.rcsb.org/download/2MYW.cif.gz,not_started
3350,2MYX,SOLUTION NMR,,580,https://files.rcsb.org/download/2MYX.cif.gz,not_started
3351,2MYY,SOLUTION NMR,,634,https://files.rcsb.org/download/2MYY.cif.gz,not_started
3352,2MZ0,SOLUTION NMR,,428,https://files.rcsb.org/download/2MZ0.cif.gz,not_started
3353,2MZ1,SOLUTION NMR,,888,https://files.rcsb.org/download/2MZ1.cif.gz,not_started
3354,2MZ8,SOLUTION NMR,,1114,https://files.rcsb.org/download/2MZ8.cif.gz,not_started
3355,2MZ9,SOLUTION NMR,,664,https://files.rcsb.org/download/2MZ9.cif.gz,not_started
3356,2MZB,SOLUTION NMR,,1524,https://files.rcsb.org/download/2MZB.cif.gz,not_started
3357,2MZC,SOLUTION NMR,,1393,https://files.rcsb.org/download/2MZC.cif.gz,not_started
3358,2MZD,SOLUTION NMR,,888,https://files.rcsb.org/download/2MZD.cif.gz,not_started
3359,2MZF,SOLUTION NMR,,501,https://files.rcsb.org/download/2MZF.cif.gz,not_started
3360,2MZG,SOLUTION NMR,,501,https://files.rcsb.org/download/2MZG.cif.gz,not_started
3361,2MZH,SOLUTION NMR,,7798,https://files.rcsb.org/download/2MZH.cif.gz,not_started
3362,2MZI,SOLUTION NMR,,7944,https://files.rcsb.org/download/2MZI.cif.gz,not_started
3363,2MZN,SOLUTION NMR,,952,https://files.rcsb.org/download/2MZN.cif.gz,not_started
3364,2MZP,SOLUTION NMR,,912,https://files.rcsb.org/download/2MZP.cif.gz,not_started
3365,2MZQ,SOLUTION NMR,,780,https://files.rcsb.org/download/2MZQ.cif.gz,not_started
3366,2MZR,SOLUTION NMR,,770,https://files.rcsb.org/download/2MZR.cif.gz,not_started
3367,2MZS,SOLUTION NMR,,752,https://files.rcsb.org/download/2MZS.cif.gz,not_started
3368,2MZT,SOLUTION NMR,,780,https://files.rcsb.org/download/2MZT.cif.gz,not_started
3369,2MZU,SOLUTION NMR,,1265,https://files.rcsb.org/download/2MZU.cif.gz,not_started
3370,2MZV,SOLUTION NMR,,1577,https://files.rcsb.org/download/2MZV.cif.gz,not_started
3371,2MZW,SOLUTION NMR,,4032,https://files.rcsb.org/download/2MZW.cif.gz,not_started
3372,2MZY,SOLUTION NMR,,727,https://files.rcsb.org/download/2MZY.cif.gz,not_started
3373,2MZZ,SOLUTION NMR,,1506,https://files.rcsb.org/download/2MZZ.cif.gz,not_started
3374,2N00,SOLUTION NMR,,768,https://files.rcsb.org/download/2N00.cif.gz,not_started
3375,2N01,SOLUTION NMR,,1068,https://files.rcsb.org/download/2N01.cif.gz,not_started
3376,2N02,SOLUTION NMR,,1363,https://files.rcsb.org/download/2N02.cif.gz,not_started
3377,2N03,SOLUTION NMR,,1665,https://files.rcsb.org/download/2N03.cif.gz,not_started
3378,2N04,SOLUTION NMR,,842,https://files.rcsb.org/download/2N04.cif.gz,not_started
3379,2N05,SOLUTION NMR,,838,https://files.rcsb.org/download/2N05.cif.gz,not_started
3380,2N0K,SOLUTION NMR,,1436,https://files.rcsb.org/download/2N0K.cif.gz,not_started
3381,2N0M,SOLUTION NMR,,953,https://files.rcsb.org/download/2N0M.cif.gz,not_started
3382,2N0S,SOLUTION NMR,,3783,https://files.rcsb.org/download/2N0S.cif.gz,not_started
3383,2N0U,SOLUTION NMR,,750,https://files.rcsb.org/download/2N0U.cif.gz,not_started
3384,2N0W,SOLUTION NMR,,751,https://files.rcsb.org/download/2N0W.cif.gz,not_started
3385,2N0Y,SOLUTION NMR,,1081,https://files.rcsb.org/download/2N0Y.cif.gz,not_started
3386,2N0Z,SOLUTION NMR,,416,https://files.rcsb.org/download/2N0Z.cif.gz,not_started
3387,2N10,SOLUTION NMR,,496,https://files.rcsb.org/download/2N10.cif.gz,not_started
3388,2N11,SOLUTION NMR,,586,https://files.rcsb.org/download/2N11.cif.gz,not_started
3389,2N12,SOLUTION NMR,,670,https://files.rcsb.org/download/2N12.cif.gz,not_started
3390,2N13,SOLUTION NMR,,1939,https://files.rcsb.org/download/2N13.cif.gz,not_started
3391,2N14,SOLUTION NMR,,750,https://files.rcsb.org/download/2N14.cif.gz,not_started
3392,2N17,SOLUTION NMR,,437,https://files.rcsb.org/download/2N17.cif.gz,not_started
3393,2N18,SOLUTION NMR,,4195,https://files.rcsb.org/download/2N18.cif.gz,not_started
3394,2N19,SOLUTION NMR,,677,https://files.rcsb.org/download/2N19.cif.gz,not_started
3395,2N1A,SOLUTION NMR,,1258,https://files.rcsb.org/download/2N1A.cif.gz,not_started
3396,2N1B,SOLUTION NMR,,1723,https://files.rcsb.org/download/2N1B.cif.gz,not_started
3397,2N1D,SOLUTION NMR,,1845,https://files.rcsb.org/download/2N1D.cif.gz,not_started
3398,2N1G,SOLUTION NMR,,888,https://files.rcsb.org/download/2N1G.cif.gz,not_started
3399,2N1H,SOLUTION NMR,,729,https://files.rcsb.org/download/2N1H.cif.gz,not_started
3400,2N1I,SOLUTION NMR,,1345,https://files.rcsb.org/download/2N1I.cif.gz,not_started
3401,2N1K,SOLUTION NMR,,797,https://files.rcsb.org/download/2N1K.cif.gz,not_started
3402,2N1L,SOLUTION NMR,,927,https://files.rcsb.org/download/2N1L.cif.gz,not_started
3403,2N1M,SOLUTION NMR,,1202,https://files.rcsb.org/download/2N1M.cif.gz,not_started
3404,2N1R,SOLUTION NMR,,1026,https://files.rcsb.org/download/2N1R.cif.gz,not_started
3405,2N1T,SOLUTION NMR,,3591,https://files.rcsb.org/download/2N1T.cif.gz,not_started
3406,2N1U,SOLUTION NMR,,567,https://files.rcsb.org/download/2N1U.cif.gz,not_started
3407,2N1V,SOLUTION NMR,,779,https://files.rcsb.org/download/2N1V.cif.gz,not_started
3408,2N1W,SOLUTION NMR,,742,https://files.rcsb.org/download/2N1W.cif.gz,not_started
3409,2N23,SOLUTION NMR,,1068,https://files.rcsb.org/download/2N23.cif.gz,not_started
3410,2N26,SOLUTION NMR,,443,https://files.rcsb.org/download/2N26.cif.gz,not_started
3411,2N27,SOLUTION NMR,,1192,https://files.rcsb.org/download/2N27.cif.gz,not_started
3412,2N29,SOLUTION NMR,,441,https://files.rcsb.org/download/2N29.cif.gz,not_started
3413,2N2A,SOLUTION NMR,,912,https://files.rcsb.org/download/2N2A.cif.gz,not_started
3414,2N2C,SOLUTION NMR,,298,https://files.rcsb.org/download/2N2C.cif.gz,not_started
3415,2N2E,SOLUTION NMR,,859,https://files.rcsb.org/download/2N2E.cif.gz,not_started
3416,2N2H,SOLUTION NMR,,1252,https://files.rcsb.org/download/2N2H.cif.gz,not_started
3417,2N2J,SOLUTION NMR,,938,https://files.rcsb.org/download/2N2J.cif.gz,not_started
3418,2N2M,SOLUTION NMR,,1241,https://files.rcsb.org/download/2N2M.cif.gz,not_started
3419,2N2N,SOLUTION NMR,,774,https://files.rcsb.org/download/2N2N.cif.gz,not_started
3420,2N2R,SOLUTION NMR,,397,https://files.rcsb.org/download/2N2R.cif.gz,not_started
3421,2N2T,SOLUTION NMR,,727,https://files.rcsb.org/download/2N2T.cif.gz,not_started
3422,2N2U,SOLUTION NMR,,623,https://files.rcsb.org/download/2N2U.cif.gz,not_started
3423,2N2Y,SOLUTION NMR,,792,https://files.rcsb.org/download/2N2Y.cif.gz,not_started
3424,2N2Z,SOLUTION NMR,,660,https://files.rcsb.org/download/2N2Z.cif.gz,not_started
3425,2N31,SOLUTION NMR,,169,https://files.rcsb.org/download/2N31.cif.gz,not_started
3426,2N32,SOLUTION NMR,,892,https://files.rcsb.org/download/2N32.cif.gz,not_started
3427,2N34,SOLUTION NMR,,568,https://files.rcsb.org/download/2N34.cif.gz,not_started
3428,2N35,SOLUTION NMR,,413,https://files.rcsb.org/download/2N35.cif.gz,not_started
3429,2N37,SOLUTION NMR,,519,https://files.rcsb.org/download/2N37.cif.gz,not_started
3430,2N39,SOLUTION NMR,,905,https://files.rcsb.org/download/2N39.cif.gz,not_started
3431,2N3A,SOLUTION NMR,,778,https://files.rcsb.org/download/2N3A.cif.gz,not_started
3432,2N3B,SOLUTION NMR,,870,https://files.rcsb.org/download/2N3B.cif.gz,not_started
3433,2N3D,SOLID-STATE NMR,,768,https://files.rcsb.org/download/2N3D.cif.gz,not_started
3434,2N3E,SOLUTION NMR,,978,https://files.rcsb.org/download/2N3E.cif.gz,not_started
3435,2N3F,SOLUTION NMR,,1170,https://files.rcsb.org/download/2N3F.cif.gz,not_started
3436,2N3J,SOLUTION NMR,,1528,https://files.rcsb.org/download/2N3J.cif.gz,not_started
3437,2N3K,SOLUTION NMR,,799,https://files.rcsb.org/download/2N3K.cif.gz,not_started
3438,2N3L,SOLUTION NMR,,702,https://files.rcsb.org/download/2N3L.cif.gz,not_started
3439,2N3O,SOLUTION NMR,,1420,https://files.rcsb.org/download/2N3O.cif.gz,not_started
3440,2N3S,SOLUTION NMR,,575,https://files.rcsb.org/download/2N3S.cif.gz,not_started
3441,2N3T,SOLUTION NMR,,954,https://files.rcsb.org/download/2N3T.cif.gz,not_started
3442,2N3X,SOLUTION NMR,,359,https://files.rcsb.org/download/2N3X.cif.gz,not_started
3443,2N3Y,SOLUTION NMR,,862,https://files.rcsb.org/download/2N3Y.cif.gz,not_started
3444,2N3Z,SOLUTION NMR,,799,https://files.rcsb.org/download/2N3Z.cif.gz,not_started
3445,2N40,SOLUTION NMR,,771,https://files.rcsb.org/download/2N40.cif.gz,not_started
3446,2N41,SOLUTION NMR,,853,https://files.rcsb.org/download/2N41.cif.gz,not_started
3447,2N45,SOLUTION NMR,,2878,https://files.rcsb.org/download/2N45.cif.gz,not_started
3448,2N46,SOLUTION NMR,,1322,https://files.rcsb.org/download/2N46.cif.gz,not_started
3449,2N47,SOLUTION NMR,,1530,https://files.rcsb.org/download/2N47.cif.gz,not_started
3450,2N49,SOLUTION NMR,,595,https://files.rcsb.org/download/2N49.cif.gz,not_started
3451,2N4B,SOLUTION NMR,,1099,https://files.rcsb.org/download/2N4B.cif.gz,not_started
3452,2N4D,SOLUTION NMR,,443,https://files.rcsb.org/download/2N4D.cif.gz,not_started
3453,2N4E,SOLUTION NMR,,853,https://files.rcsb.org/download/2N4E.cif.gz,not_started
3454,2N4F,SOLUTION NMR,,688,https://files.rcsb.org/download/2N4F.cif.gz,not_started
3455,2N4G,SOLUTION NMR,,363,https://files.rcsb.org/download/2N4G.cif.gz,not_started
3456,2N4H,SOLUTION NMR,,361,https://files.rcsb.org/download/2N4H.cif.gz,not_started
3457,2N4O,SOLUTION NMR,,682,https://files.rcsb.org/download/2N4O.cif.gz,not_started
3458,2N4P,SOLUTION NMR,,691,https://files.rcsb.org/download/2N4P.cif.gz,not_started
3459,2N4Q,SOLUTION NMR,,761,https://files.rcsb.org/download/2N4Q.cif.gz,not_started
3460,2N4X,SOLUTION NMR,,1479,https://files.rcsb.org/download/2N4X.cif.gz,not_started
3461,2N50,SOLUTION NMR,,618,https://files.rcsb.org/download/2N50.cif.gz,not_started
3462,2N51,SOLUTION NMR,,1045,https://files.rcsb.org/download/2N51.cif.gz,not_started
3463,2N52,SOLUTION NMR,,421,https://files.rcsb.org/download/2N52.cif.gz,not_started
3464,2N53,SOLUTION NMR,,1138,https://files.rcsb.org/download/2N53.cif.gz,not_started
3465,2N54,SOLUTION NMR,,1040,https://files.rcsb.org/download/2N54.cif.gz,not_started
3466,2N55,SOLUTION NMR,,881,https://files.rcsb.org/download/2N55.cif.gz,not_started
3467,2N56,SOLUTION NMR,,791,https://files.rcsb.org/download/2N56.cif.gz,not_started
3468,2N57,SOLUTION NMR,,581,https://files.rcsb.org/download/2N57.cif.gz,not_started
3469,2N59,SOLUTION NMR,,734,https://files.rcsb.org/download/2N59.cif.gz,not_started
3470,2N5A,SOLUTION NMR,,785,https://files.rcsb.org/download/2N5A.cif.gz,not_started
3471,2N5B,SOLUTION NMR,,785,https://files.rcsb.org/download/2N5B.cif.gz,not_started
3472,2N5D,SOLUTION NMR,,593,https://files.rcsb.org/download/2N5D.cif.gz,not_started
3473,2N5E,SOLUTION NMR,,2736,https://files.rcsb.org/download/2N5E.cif.gz,not_started
3474,2N5F,SOLUTION NMR,,1661,https://files.rcsb.org/download/2N5F.cif.gz,not_started
3475,2N5G,SOLUTION NMR,,1596,https://files.rcsb.org/download/2N5G.cif.gz,not_started
3476,2N5H,SOLUTION NMR,,739,https://files.rcsb.org/download/2N5H.cif.gz,not_started
3477,2N5I,SOLUTION NMR,,748,https://files.rcsb.org/download/2N5I.cif.gz,not_started
3478,2N5J,SOLUTION NMR,,379,https://files.rcsb.org/download/2N5J.cif.gz,not_started
3479,2N5L,SOLUTION NMR,,447,https://files.rcsb.org/download/2N5L.cif.gz,not_started
3480,2N5M,SOLUTION NMR,,444,https://files.rcsb.org/download/2N5M.cif.gz,not_started
3481,2N5N,SOLUTION NMR,,672,https://files.rcsb.org/download/2N5N.cif.gz,not_started
3482,2N5S,SOLUTION NMR,,416,https://files.rcsb.org/download/2N5S.cif.gz,not_started
3483,2N5T,SOLUTION NMR;SOLUTION SCATTERING,,8882,https://files.rcsb.org/download/2N5T.cif.gz,not_started
3484,2N5U,SOLUTION NMR,,625,https://files.rcsb.org/download/2N5U.cif.gz,not_started
3485,2N5X,SOLUTION NMR,,710,https://files.rcsb.org/download/2N5X.cif.gz,not_started
3486,2N5Z,SOLUTION NMR,,576,https://files.rcsb.org/download/2N5Z.cif.gz,not_started
3487,2N62,SOLUTION NMR,,1654,https://files.rcsb.org/download/2N62.cif.gz,not_started
3488,2N64,SOLUTION NMR,,1827,https://files.rcsb.org/download/2N64.cif.gz,not_started
3489,2N66,SOLUTION NMR,,450,https://files.rcsb.org/download/2N66.cif.gz,not_started
3490,2N67,SOLUTION NMR,,733,https://files.rcsb.org/download/2N67.cif.gz,not_started
3491,2N69,SOLUTION NMR,,468,https://files.rcsb.org/download/2N69.cif.gz,not_started
3492,2N6A,SOLUTION NMR,,1260,https://files.rcsb.org/download/2N6A.cif.gz,not_started
3493,2N6D,SOLUTION NMR,,1347,https://files.rcsb.org/download/2N6D.cif.gz,not_started
3494,2N6E,SOLUTION NMR,,863,https://files.rcsb.org/download/2N6E.cif.gz,not_started
3495,2N6F,SOLUTION NMR,,1065,https://files.rcsb.org/download/2N6F.cif.gz,not_started
3496,2N6G,SOLUTION NMR,,636,https://files.rcsb.org/download/2N6G.cif.gz,not_started
3497,2N6J,SOLUTION NMR,,1529,https://files.rcsb.org/download/2N6J.cif.gz,not_started
3498,2N6L,SOLUTION NMR,,1612,https://files.rcsb.org/download/2N6L.cif.gz,not_started
3499,2N6P,SOLUTION NMR,,1620,https://files.rcsb.org/download/2N6P.cif.gz,not_started
3500,2N6R,SOLUTION NMR,,611,https://files.rcsb.org/download/2N6R.cif.gz,not_started
3501,2N6Y,SOLUTION NMR,,699,https://files.rcsb.org/download/2N6Y.cif.gz,not_started
3502,2N6Z,SOLUTION NMR,,708,https://files.rcsb.org/download/2N6Z.cif.gz,not_started
3503,2N71,SOLUTION NMR,,378,https://files.rcsb.org/download/2N71.cif.gz,not_started
3504,2N72,SOLUTION NMR,,583,https://files.rcsb.org/download/2N72.cif.gz,not_started
3505,2N73,SOLUTION NMR,,1142,https://files.rcsb.org/download/2N73.cif.gz,not_started
3506,2N74,SOLUTION NMR,,1178,https://files.rcsb.org/download/2N74.cif.gz,not_started
3507,2N77,SOLUTION NMR,,848,https://files.rcsb.org/download/2N77.cif.gz,not_started
3508,2N78,SOLUTION NMR,,581,https://files.rcsb.org/download/2N78.cif.gz,not_started
3509,2N79,SOLUTION NMR,,700,https://files.rcsb.org/download/2N79.cif.gz,not_started
3510,2N7A,SOLUTION NMR,,1175,https://files.rcsb.org/download/2N7A.cif.gz,not_started
3511,2N7B,SOLUTION NMR,,1240,https://files.rcsb.org/download/2N7B.cif.gz,not_started
3512,2N7C,SOLUTION NMR,,825,https://files.rcsb.org/download/2N7C.cif.gz,not_started
3513,2N7D,SOLUTION NMR,,784,https://files.rcsb.org/download/2N7D.cif.gz,not_started
3514,2N7E,SOLUTION NMR,,677,https://files.rcsb.org/download/2N7E.cif.gz,not_started
3515,2N7G,SOLUTION NMR,,1037,https://files.rcsb.org/download/2N7G.cif.gz,not_started
3516,2N7J,SOLUTION NMR,,436,https://files.rcsb.org/download/2N7J.cif.gz,not_started
3517,2N7K,SOLUTION NMR,,1043,https://files.rcsb.org/download/2N7K.cif.gz,not_started
3518,2N7L,SOLUTION NMR,,1124,https://files.rcsb.org/download/2N7L.cif.gz,not_started
3519,2N7P,SOLUTION NMR,,771,https://files.rcsb.org/download/2N7P.cif.gz,not_started
3520,2N7Q,SOLUTION NMR,,350,https://files.rcsb.org/download/2N7Q.cif.gz,not_started
3521,2N7R,SOLUTION NMR,,350,https://files.rcsb.org/download/2N7R.cif.gz,not_started
3522,2N7S,SOLUTION NMR,,664,https://files.rcsb.org/download/2N7S.cif.gz,not_started
3523,2N7Z,SOLUTION NMR,,846,https://files.rcsb.org/download/2N7Z.cif.gz,not_started
3524,2N80,SOLUTION NMR,,2112,https://files.rcsb.org/download/2N80.cif.gz,not_started
3525,2N81,SOLUTION NMR,,661,https://files.rcsb.org/download/2N81.cif.gz,not_started
3526,2N82,SOLUTION NMR,,1315,https://files.rcsb.org/download/2N82.cif.gz,not_started
3527,2N83,SOLUTION NMR,,1556,https://files.rcsb.org/download/2N83.cif.gz,not_started
3528,2N84,SOLUTION NMR,,1356,https://files.rcsb.org/download/2N84.cif.gz,not_started
3529,2N86,SOLUTION NMR,,437,https://files.rcsb.org/download/2N86.cif.gz,not_started
3530,2N87,SOLUTION NMR,,951,https://files.rcsb.org/download/2N87.cif.gz,not_started
3531,2N88,SOLUTION NMR,,462,https://files.rcsb.org/download/2N88.cif.gz,not_started
3532,2N8A,SOLUTION NMR,,2612,https://files.rcsb.org/download/2N8A.cif.gz,not_started
3533,2N8F,SOLUTION NMR,,602,https://files.rcsb.org/download/2N8F.cif.gz,not_started
3534,2N8G,SOLUTION NMR,,585,https://files.rcsb.org/download/2N8G.cif.gz,not_started
3535,2N8J,SOLUTION NMR,,1332,https://files.rcsb.org/download/2N8J.cif.gz,not_started
3536,2N8K,SOLUTION NMR,,559,https://files.rcsb.org/download/2N8K.cif.gz,not_started
